stop_id,stop_name,stop_lat,stop_lon
"8260B1045501","Greens Cross (The Cobbs Eastbound)","53.3174199663559","-6.63854161381728"
"8260B1045801","Barberstown Cross (Eastbound)","53.3239861694113","-6.60553268805346"
"8260B1046601","Straffan (Straffan Rd Eastbound)","53.3185824286368","-6.61848196287712"
"8260B1047001","Derrinturn (Opp Ashgrove)","53.3422068973486","-6.94460488253161"
"8260B1047101","Derrinturn (Definagh)","53.3367310977227","-6.93522034136841"
"8260B1047201","Derrinturn (Opp Windmill Lane)","53.3336019768186","-6.9300282670178"
"8260B1047301","Kilkeashin Lane","53.327853028956","-6.92635900904327"
"8260B1047401","Kennedys Bridge Eastbound","53.2874851354517","-6.89430046646634"
"8260B1047501","Prosperous (Opp Thatched Cottage)","53.2880824993843","-6.75691413021671"
"8260B1047601","Prosperous (Church)","53.288345673218","-6.75027707983446"
"8260B1047701","Clane (Opp Clane Hospital)","53.2901774083043","-6.70050075785304"
"8260B1047801","Clane (Esso Garage)","53.2935170850573","-6.68539881081424"
"8260B1047901","Clane (Maxol Garage)","53.2968358562132","-6.67910116695528"
"8260B1048001","Straffan (Opp Church)","53.3128146198271","-6.60862821920721"
"8260B1048101","Celbridge (Op Killadoon St Raphaels)","53.3352653448641","-6.56159000616107"
"8260B1048201","Celbridge (Opp Setanta House)","53.3353855836916","-6.5529520391261"
"8260B1048301","Celbridge (Opp The Mill)","53.337884857487","-6.54046386827942"
"8260B105211","Prosperous (Thatched Cottage)","53.2879727270537","-6.75759225066986"
"8260B1319001","Edenderry (High Road Gap)","53.3460960355019","-6.99962712177869"
"8260B1319901","Newbury Cross","53.3466254306733","-6.95239565898764"
"8260B1320701","Derrinturn, Derrinturn","53.3392429867419","-6.93975274025001"
"8260B1323201","Moores Cottage","53.3050843695986","-6.91405661851773"
"8260B1323901","Allenwood, Kennedys Bridge","53.2879865559314","-6.89506743267673"
"8260B1324501","Allenwood, Allenwood","53.2838667545305","-6.86219552511081"
"8260B1326101","Blackwood, Coill Dubh","53.2918772768888","-6.81810834369819"
"8260B1327901","Cross of Brockagh","53.2863373740121","-6.79975386246707"
"8260B1329901","Broadford (Clare), Moyvalley","53.4290595460735","-6.95783347030244"
"8260B1330101","Prosperous, Prosperous","53.2882025117159","-6.75119617381477"
"8260B1330901","Sallins, Bodenstown Cross","53.2660349284534","-6.67020163712132"
"8260B1331301","Clane, Firmount Kildare","53.2893559478851","-6.71676970758031"
"8260B1332101","Clane, Clane","53.2932791273292","-6.68582613175036"
"8260B1333601","Cloncurry Cross (Westbound)","53.4152672672839","-6.79216999215493"
"8260B1334301","Straffan, Richardstown Cross","53.3064273621625","-6.66231446373289"
"8260B1335601","Straffan, Green's X","53.3172048537125","-6.63859348749017"
"8260B1337301","Kelleghers Cross (Westbound)","53.4201256081706","-6.73621535751597"
"8260B1337901","Straffan, Straffan","53.3128175944095","-6.60888324988344"
"8260B1338401","Straffan, Barberstown Cross","53.3169923072991","-6.60618095137851"
"8260B1338501","Straffan, Barberstown Cross","53.3238082374298","-6.60568860372164"
"8260B1340301","The Harbour","53.3990669913034","-6.66751580948953"
"8260B1340401","Celbridge, Killadoon","53.3350878340317","-6.56177616427242"
"8260B1342201","Celbridge, Setanta House","53.3352687907201","-6.55295599287925"
"8260B1342801","Celbridge, Celbridge","53.3379440728152","-6.54016151726159"
"8260B1354601","Maynooth, Glenroyal Hotel","53.3796779750121","-6.58905837121957"
"8260B1355901","Sallins (Banburys)","53.2500254244641","-6.66516856212485"
"8260B1356001","Sallins (Eastbound)","53.2463096428707","-6.66562885346131"
"8260B1368001","Bodenstown Cross (Eastbound)","53.2660630523242","-6.67030570146805"
"8260B1370001","Naas (Post Office)","53.2176468530644","-6.66395934288105"
"8260B1370301","Naas (Opposite Post Office)","53.2176089002864","-6.66378083495293"
"8260B1524001","Kilmeage, Kilmeague Kildare","53.2511348865552","-6.83989665564684"
"8260B1524101","Robertstown, Robertstown Kildare","53.2694000481591","-6.81546014029524"
"8260B5584101","Kilmeage, Allen","53.2393404546724","-6.85542173305562"
"8260DB003974","Kilcock, The Square Shopping Centre","53.4002678823691","-6.66720760037269"
"8260DB005115","Kilcock, Royal Canal Court","53.4031789868821","-6.67116215090813"
"8260DB005117","Kilcock, Abbeyfield Estate","53.4043272844821","-6.67339734100355"
"8270B1360901","Gowran (Opposite Power's)","52.6283258948316","-7.07016857566347"
"8270B136101","Thomastown, Thomastown","52.5253965947534","-7.13865995200453"
"8270B136111","Ballyhale (Opp Day Today Shop)","52.4675691555997","-7.20076404271179"
"8270B136121","Mullinvat, Mullinavat","52.368247762991","-7.17107431904384"
"8270B3305801","Knocktopher (Whites Castle Est)","52.4861705845709","-7.21482671163795"
"8270B3306501","Ballyhale, Ballyhale","52.4673609540985","-7.20054705232274"
"8270B3311201","Lukeswell (Opposite Pub)","52.3966030416467","-7.18473740716516"
"8270B331981","Piltown (Opp Centra)","52.3511522122888","-7.33152485703455"
"8270B332871","Fiddown (Opposite Meades Pub)","52.3313927882724","-7.31384937148866"
"8270B332881","Mooncoin (Church)","52.2958153919544","-7.2601996922869"
"8270B3378001","Kilkenny, Outside Train Station","52.6544606730041","-7.2441097444009"
"8270B337811","Kilkenny (Ormonde House Ormonde Rd)","52.6481126883594","-7.25224367529372"
"8270B3384801","Paulstown (Opp Quik Pick)","52.6809577225903","-7.02935670355281"
"8270B3386701","Mullinvat, Mullinavat","52.368714390708","-7.17096279141866"
"8270B3389501","Inistioge (Church Main St)","52.4887974052555","-7.06547189849678"
"8270B3389701","Kilmacow Cross (Northbound)","52.3308550447148","-7.16091614012324"
"8270B3390501","Clodagh (Church carpark)","52.46909709831","-7.00196812633362"
"8270B339131","Clodagh (Opp Church carpark)","52.4690802418318","-7.00210097165471"
"8270B339211","Stripehill House (Southbound)","52.4347847008732","-6.96094676008628"
"8270B3392901","Stripehill House (Northbound)","52.4347512079675","-6.96122697765064"
"8270B339881","Paulstown (Quik Pick)","52.6804912319731","-7.03056496808799"
"8270B339951","Inistioge (Opp Church Main St)","52.4887522375064","-7.06544340646369"
